date,climate_sentence_count,text,word_count,Stemd_text,Sentiments
1983-02-18,5,even recent economic hardships believe feeling optimism entering american consciousness belief days division discord behind us era unity national renewal upon us,43,even recent econom hardship believ feel optim enter american conscious belief day divis discord behind us era uniti nation renew upon us,negative
1983-02-18,5,privilege living kindly pleasant greening land called america land generous spirit great ideals also destiny duty duty preserve hold sacred trust mankinds ageold aspirations peace freedom better life generations come,54,privileg live kindli pleasant green land call america land gener spirit great ideal also destini duti duti preserv hold sacr trust mankind ageold aspir peac freedom better life gener come,positive
2009-01-20,3,harness sun winds soil fuel cars run factories,19,har sun wind soil fuel car run factori,neutral
2009-01-20,3,old friends former foes work tirelessly lessen nuclear threat roll back specter warming planet,24,old friend former foe work tirelessli lessen nuclear threat roll back specter warm planet,positive
2009-01-20,3,people poor nations pledge work alongside make farms flourish let clean waters flow nourish starved bodies feed hungry minds,30,peopl poor nation pledg work alongsid make farm flourish let clean water flow nourish starv bodi feed hungri mind,negative
2004-01-07,2,legal status granted program last three years renewable end,22,legal statu grant program last three year renew end,positive
2004-01-07,2,administration work congress increase annual number green cards lead citizenship,20,administr work congress increas annual number green card lead citizenship,negative
1988-09-25,19,guess question would ask mr bush instill values create environment drug free schools want country,32,guess question would ask mr bush instil valu creat environ drug free school want countri,positive
1988-09-25,19,went talked president panama cleaning money laundering mr noriega evidence time evidence indicted,39,went talk presid panama clean money launder mr noriega evid time evid indict,positive
1988-09-25,19,got careful safety factor think things also one believes got go extra mile clean sure blood supply pure,46,got care safeti factor think thing also one believ got go extra mile clean sure blood suppli pure,positive
1988-09-25,19,would hope point get issues affect vast majority americans jobs schools health care housing environment,27,would hope point get issu affect vast major american job school health care hous environ,positive
1988-09-25,19,neighborhood kind environment people growing leads programs talking terms education,26,neighborhood kind environ peopl grow lead program talk term educ,positive
1988-09-25,19,governor nuclear freeze would locked thousand soviet intermediate nuclear force weapons zero west,24,governor nuclear freez would lock thousand soviet intermedi nuclear forc weapon zero west,neutral
1988-09-25,19,listen freeze advocates strengthen defense country first arms control agreement nuclear age,29,listen freez advoc strengthen defens countri first arm control agreement nuclear age,positive
1988-09-25,19,sitting talking soviets strategic arms wants away midgetman mx modernization nuclear capability,30,sit talk soviet strateg arm want away midgetman mx modern nuclear capabl,positive
1988-09-25,19,lead country secretary defense going make choices keep protect survivability nuclear deployment midgetman missile minuteman whatever,44,lead countri secretari defens go make choic keep protect surviv nuclear deploy midgetman missil minuteman whatev,neutral
1988-09-25,19,talking combination strong effective credible nuclear deterrent,16,talk combin strong effect credibl nuclear deterr,positive
1988-09-25,19,want pursue plan way bring level nuclear armament build stable peaceful world making choices home,34,want pursu plan way bring level nuclear armament build stabl peac world make choic home,neutral
1988-09-25,19,need strong credible effective nuclear deterrent,8,need strong credibl effect nuclear deterr,positive
1988-09-25,19,13000 strategic nuclear warheads right land sea air enough blow soviet union 40 times,26,13000 strateg nuclear warhead right land sea air enough blow soviet union 40 time,positive
1988-09-25,19,two questions deter nuclear attack without modernizing nuclear forces soviets modernizing come spendwilling spend dime something consider fantasy fraud,37,two question deter nuclear attack without modern nuclear forc soviet modern come spendwil spend dime someth consid fantasi fraud,positive
1988-09-25,19,think going require combination supply management reasonable price supports make sure farmers get decent price think also going require administration understand tremendous opportunities development new uses agricultural products new uses help us clean environment time,69,think go requir combin suppli manag reason price support make sure farmer get decent price think also go requir administr understand tremend opportun develop new use agricultur product new use help us clean environ time,positive
1988-09-25,19,think going require combination supply management reasonable price supports make sure farmers get decent price think also going require administration understand tremendous opportunities development new uses agricultural products new uses help us clean environment time,69,think go requir combin suppli manag reason price support make sure farmer get decent price think also go requir administr understand tremend opportun develop new use agricultur product new use help us clean environ time,positive
1988-09-25,19,bush talked new orleans gentler kinder nation made specific proposals education environment ethics energy better battling crime country,39,bush talk new orlean gentler kinder nation made specif propos educ environ ethic energi better battl crime countri,positive
1988-09-25,19,one solve must solve clean wholesome environment strong america strong militarily economically must america provides strong international leadership true values,43,one solv must solv clean wholesom environ strong america strong militarili econom must america provid strong intern leadership true valu,positive
1988-09-25,19,one solve must solve clean wholesome environment strong america strong militarily economically must america provides strong international leadership true values,43,one solv must solv clean wholesom environ strong america strong militarili econom must america provid strong intern leadership true valu,positive
1983-01-25,2,regulatory reform legislation responsible clean air act passage enterprise zone legislation also create new incentives jobs opportunity,23,regulatori reform legisl respons clean air act passag enterpris zone legisl also creat new incent job opportun,positive
1983-01-25,2,case intermediaterange nuclear forces proposed complete elimination entire class landbased missiles,20,case intermediaterang nuclear forc propos complet elimin entir class landbas missil,neutral
2023-02-07,8,projects put hundreds thousands people work rebuilding highways bridges railroads tunnels ports airports clean water highspeed internet across america,27,project put hundr thousand peopl work rebuild highway bridg railroad tunnel port airport clean water highspe internet across america,positive
2023-02-07,8,also replacing poisonous lead pipes go 10 million homes 400000 schools childcare centers every child america drink clean water,27,also replac poison lead pipe go 10 million home 400000 school childcar center everi child america drink clean water,positive
2023-02-07,8,look inflation reduction act also significant investment ever tackle climate crisis,17,look inflat reduct act also signific invest ever tackl climat crisi,neutral
2023-02-07,8,lowering utility bills creating american jobs leading world clean energy future,15,lower util bill creat american job lead world clean energi futur,positive
2023-02-07,8,clean energy cut pollution create jobs communities often left behind,14,clean energi cut pollut creat job commun often left behind,negative
2023-02-07,8,historic conservation efforts responsible stewards lands,10,histor conserv effort respons steward land,neutral
2023-02-07,8,climate crisis care state red blue,13,climat crisi care state red blue,neutral
2023-02-07,8,america rallying world meet challenges climate global health food insecurity terrorism territorial aggression,23,america ralli world meet challeng climat global health food insecur terror territori aggress,neutral
1991-01-29,6,tonight come house american people appeal renewal,15,tonight come hous american peopl appeal renew,neutral
1991-01-29,6,together last two years put dollars child care directly hands parents instead bureaucracies unshackled potential americans disabilities applied creativity marketplace service environment clean air made home ownership possible americans,51,togeth last two year put dollar child care directli hand parent instead bureaucraci unshackl potenti american disabl appli creativ marketplac servic environ clean air made home ownership possibl american,positive
1991-01-29,6,together last two years put dollars child care directly hands parents instead bureaucracies unshackled potential americans disabilities applied creativity marketplace service environment clean air made home ownership possible americans,51,togeth last two year put dollar child care directli hand parent instead bureaucraci unshackl potenti american disabl appli creativ marketplac servic environ clean air made home ownership possibl american,positive
1991-01-29,6,prepared detailed series proposals include budget promotes investment americas futurein children education infrastructure space high technology legislation achieve excellence education building partnership forged 50 governors education summit enabling parents choose childrens schools helping make america number one math science blueprint new national highway system critical investment transportation infrastructure research development agenda includes record levels federal investment permanent tax credit strengthen private rd create jobs comprehensive national energy strategy calls energy conservation efficiency increased development greater use alternative fuels banking reform plan bring americas financial system 21st century banks remain safe secure continue make jobcreating loans factories businesses home buyers,158,prepar detail seri propos includ budget promot invest america futurein children educ infrastructur space high technolog legisl achiev excel educ build partnership forg 50 governor educ summit enabl parent choos children school help make america number one math scienc blueprint new nation highway system critic invest transport infrastructur research develop agenda includ record level feder invest perman tax credit strengthen privat rd creat job comprehens nation energi strategi call energi conserv effici increas develop greater use altern fuel bank reform plan bring america financi system 21st centuri bank remain safe secur continu make jobcreat loan factori busi home buyer,positive
1991-01-29,6,thinks advance tragic despicable environmental terrorism dead wrong,19,think advanc tragic despic environment terror dead wrong,negative
1991-01-29,6,winds change us,8,wind chang us,neutral
1981-01-20,1,creative energy command let us begin era national renewal,17,creativ energi command let us begin era nation renew,neutral
2004-09-03,1,audience member inaudible audience four years four years four years president four years ago afghanistan home base alqaeda pakistan transit point terrorist groups saudi arabia fertile ground terrorist fundraising libya secretly pursuing nuclear weapons iraq gathering threat alqaeda largely unchallenged planned attacks,61,audienc member inaud audienc four year four year four year presid four year ago afghanistan home base alqaeda pakistan transit point terrorist group saudi arabia fertil ground terrorist fundrais libya secretli pursu nuclear weapon iraq gather threat alqaeda larg unchalleng plan attack,negative
1999-06-10,2,ask every american join saying thank made us proudim also grateful american people standing awful ethnic cleansing sending generous assistance refugees opening hearts homes innocent victims came herei want speak moments tonight fought achieved advance peace together people balkans forge future freedom progress harmonywe remember violence responded kosovo culmination 10year campaign slobodan milosevic leader serbia exploit ethnic religious differences order impose lands former yugoslavia,141,ask everi american join say thank made us proudim also grate american peopl stand aw ethnic cleans send gener assist refuge open heart home innoc victim came herei want speak moment tonight fought achiev advanc peac togeth peopl balkan forg futur freedom progress harmonyw rememb violenc respond kosovo culmin 10year campaign slobodan milosev leader serbia exploit ethnic religi differ order impos land former yugoslavia,negative
1999-06-10,2,firmness finally brought end vicious campaign ethnic cleansing acted early enough reverse enable kosovars go homewhen safe,35,firm final brought end viciou campaign ethnic cleans act earli enough revers enabl kosovar go homewhen safe,positive
1974-10-08,7,new legislation sought recess require use cleaner coal processes nuclear fuel new electric plants quick conversion existing oil plants,30,new legisl sought recess requir use cleaner coal process nuclear fuel new electr plant quick convers exist oil plant,positive
1974-10-08,7,new legislation sought recess require use cleaner coal processes nuclear fuel new electric plants quick conversion existing oil plants,30,new legisl sought recess requir use cleaner coal process nuclear fuel new electr plant quick convers exist oil plant,positive
1974-10-08,7,priority legislationaction sayto increase energy supply home requires following one longsought deregulation natural gas supplies number two responsible use naval petroleum reserves california alaska number three amendments clean air act four passage surface mining legislation ensure adequate supply commonsense environmental protection,62,prioriti legislationact sayto increas energi suppli home requir follow one longsought deregul natur ga suppli number two respons use naval petroleum reserv california alaska number three amend clean air act four passag surfac mine legisl ensur adequ suppli commonsens environment protect,positive
1974-10-08,7,power atom heat sun steam stored deep earth force winds water must main sources energy grandchildren,39,power atom heat sun steam store deep earth forc wind water must main sourc energi grandchildren,positive
1974-10-08,7,joint effort congress executive branch private sector identify eliminate existing federal rules regulations increase costs consumer without good reason todays economic climate,39,joint effort congress execut branch privat sector identifi elimin exist feder rule regul increas cost consum without good reason today econom climat,positive
1974-10-08,7,second ask congress create brand new community improvement corps provide work unemployed shortterm useful work projects improve beautify enhance environment cities towns countryside,39,second ask congress creat brand new commun improv corp provid work unemploy shortterm use work project improv beautifi enhanc environ citi town countrysid,positive
1974-10-08,7,compensating new revenues provided prospective legislation windfall tax profits tax oil producers closing loopholes,23,compens new revenu provid prospect legisl windfal tax profit tax oil produc close loophol,positive
2013-01-29,2,reason came today challenge differences dwindling broad consensus emerging call action heard coming across america,38,reason came today challeng differ dwindl broad consensu emerg call action heard come across america,positive
2013-01-29,2,lift individuals shadows give chance earn way green card eventually citizenship,27,lift individu shadow give chanc earn way green card eventu citizenship,negative
2021-01-19,2,fixed broken trade deals withdrew horrible transpacific partnership impossible paris climate accord renegotiated onesided south korea deal replaced nafta groundbreaking usmca mexico canada deal worked well,48,fix broken trade deal withdrew horribl transpacif partnership imposs pari climat accord renegoti onesid south korea deal replac nafta groundbreak usmca mexico canada deal work well,negative
2021-01-19,2,belief nation must serve citizens dwindle instead grow stronger day,20,belief nation must serv citizen dwindl instead grow stronger day,neutral
1985-01-21,6,discussing limits increase nuclear weapons seek instead reduce number,19,discuss limit increas nuclear weapon seek instead reduc number,neutral
1985-01-21,6,seek total elimination one day nuclear weapons face earth,16,seek total elimin one day nuclear weapon face earth,neutral
1985-01-21,6,decades soviets lived threat mutual assured destructionif either resorted use nuclear weapons could retaliate destroy one started,36,decad soviet live threat mutual assur destructionif either resort use nuclear weapon could retali destroy one start,negative
1985-01-21,6,approved research program find security shield destroy nuclear missiles reach target,24,approv research program find secur shield destroy nuclear missil reach target,negative
1985-01-21,6,would render nuclear weapons obsolete,6,would render nuclear weapon obsolet,neutral
1985-01-21,6,meet soviets hoping agree way rid world threat nuclear destruction,24,meet soviet hope agre way rid world threat nuclear destruct,neutral
1990-01-31,9,challenge today take democratic system system second none make better better america job everyone wants one women working outside home confident children safe loving care government works expand childcare alternatives parents reconcile needs clean environment strong economy made usa recognized around world symbol quality progress every one us enjoys opportunities live work contribute society first time american mainstream includes disabled citizens everyone roof head homeless get help need live dignity schools challenge support kids teachers make grade every street every city every school every child drugfree finally american forgottenour hearts go hostages ceaselessly minds efforts,199,challeng today take democrat system system second none make better better america job everyon want one women work outsid home confid children safe love care govern work expand childcar altern parent reconcil need clean environ strong economi made usa recogn around world symbol qualiti progress everi one us enjoy opportun live work contribut societi first time american mainstream includ disabl citizen everyon roof head homeless get help need live digniti school challeng support kid teacher make grade everi street everi citi everi school everi child drugfre final american forgottenour heart go hostag ceaselessli mind effort,positive
1990-01-31,9,challenge today take democratic system system second none make better better america job everyone wants one women working outside home confident children safe loving care government works expand childcare alternatives parents reconcile needs clean environment strong economy made usa recognized around world symbol quality progress every one us enjoys opportunities live work contribute society first time american mainstream includes disabled citizens everyone roof head homeless get help need live dignity schools challenge support kids teachers make grade every street every city every school every child drugfree finally american forgottenour hearts go hostages ceaselessly minds efforts,199,challeng today take democrat system system second none make better better america job everyon want one women work outsid home confid children safe love care govern work expand childcar altern parent reconcil need clean environ strong economi made usa recogn around world symbol qualiti progress everi one us enjoy opportun live work contribut societi first time american mainstream includ disabl citizen everyon roof head homeless get help need live digniti school challeng support kid teacher make grade everi street everi citi everi school everi child drugfre final american forgottenour heart go hostag ceaselessli mind effort,positive
1990-01-31,9,every school must offer kind disciplined environment makes possible kids learn,18,everi school must offer kind disciplin environ make possibl kid learn,positive
1990-01-31,9,something owe generations future stewardship safekeeping americas precious environmental inheritance,20,someth owe gener futur stewardship safekeep america preciou environment inherit,neutral
1990-01-31,9,elevate environmental protection agency cabinet ranknot bureaucracy redtape certainty home especially dealings nations environmental issues status deserve,37,elev environment protect agenc cabinet ranknot bureaucraci redtap certainti home especi deal nation environment issu statu deserv,neutral
1990-01-31,9,years budget provides 2 billion new spending protect environment 1 billion global change research new initiative call america beautiful expand national parks wildlife preserves improve recreational facilities public lands something else something help keep country clean forestland inner cities keep america beautiful generations come money plant billion trees year,81,year budget provid 2 billion new spend protect environ 1 billion global chang research new initi call america beauti expand nation park wildlif preserv improv recreat facil public land someth els someth help keep countri clean forestland inner citi keep america beauti gener come money plant billion tree year,positive
1990-01-31,9,years budget provides 2 billion new spending protect environment 1 billion global change research new initiative call america beautiful expand national parks wildlife preserves improve recreational facilities public lands something else something help keep country clean forestland inner cities keep america beautiful generations come money plant billion trees year,81,year budget provid 2 billion new spend protect environ 1 billion global chang research new initi call america beauti expand nation park wildlif preserv improv recreat facil public land someth els someth help keep countri clean forestland inner citi keep america beauti gener come money plant billion tree year,positive
1990-01-31,9,let us work together people clean air child care educational excellence act crime drugs,22,let us work togeth peopl clean air child care educ excel act crime drug,positive
1990-01-31,9,kids unique yet kids alikethe budding young environmentalists met month joined exploring florida everglades little leaguers played catch poland ready go warsaw world series even kids ill aloneand god bless boarder babies born addicted drugs aids coping problems child face,74,kid uniqu yet kid aliketh bud young environmentalist met month join explor florida everglad littl leaguer play catch poland readi go warsaw world seri even kid ill aloneand god bless boarder babi born addict drug aid cope problem child face,negative
2008-11-13,1,attractive political legal entrepreneurial climates united states developed nations received large share money,23,attract polit legal entrepreneuri climat unit state develop nation receiv larg share money,positive
1995-11-30,4,shroud terror melts away northern irelands beauty revealed world castles coasts giants causeway lush green hills high white cliffs magical backdrop greatest asset saw along way airport today warmth good feeling people,60,shroud terror melt away northern ireland beauti reveal world castl coast giant causeway lush green hill high white cliff magic backdrop greatest asset saw along way airport today warmth good feel peopl,positive
1995-11-30,4,suffered fighting must share fairly fruits renewal,16,suffer fight must share fairli fruit renew,neutral
1995-11-30,4,one say heart altogether clean hands altogether pure,14,one say heart altogeth clean hand altogeth pure,positive
1995-11-30,4,first time half century put children bed night knowing nuclear weapons former soviet union longer pointed children,35,first time half centuri put children bed night know nuclear weapon former soviet union longer point children,positive
1988-08-18,2,china feels winds change,6,china feel wind chang,neutral
1988-08-18,2,must clean air,6,must clean air,positive
1985-02-06,10,seek reauthorization expanded funding superfund program continue cleaning hazardous waste sites threaten human health environment,25,seek reauthor expand fund superfund program continu clean hazard wast site threaten human health environ,positive
1985-02-06,10,seek reauthorization expanded funding superfund program continue cleaning hazardous waste sites threaten human health environment,25,seek reauthor expand fund superfund program continu clean hazard wast site threaten human health environ,positive
1985-02-06,10,see signs renewal increased attendance places worship renewed optimism faith future love country rediscovered young leading way,31,see sign renew increas attend place worship renew optim faith futur love countri rediscov young lead way,positive
1985-02-06,10,couple draping door locks chains victims tired decent cleaning woman cannot ride subway home without afraid,27,coupl drape door lock chain victim tire decent clean woman cannot ride subway home without afraid,negative
1985-02-06,10,since 1981 committed seeking fair verifiable arms agreements would lower risk war reduce size nuclear arsenals,27,sinc 1981 commit seek fair verifi arm agreement would lower risk war reduc size nuclear arsen,positive
1985-02-06,10,us greater dream see day nuclear weapons banned earth forever,21,us greater dream see day nuclear weapon ban earth forev,positive
1985-02-06,10,well believe better way eliminating threat nuclear war,15,well believ better way elimin threat nuclear war,positive
1985-02-06,10,strategic defense initiative aimed ultimately finding nonnuclear defense ballistic missiles,16,strateg defens initi aim ultim find nonnuclear defens ballist missil,neutral
1985-02-06,10,hopeful possibility nuclear age,9,hope possibl nuclear age,neutral
1985-02-06,10,go house night maybe see silhouette window walks floor talking softly soothing child armsmother hale harlem american hero,39,go hous night mayb see silhouett window walk floor talk softli sooth child armsmoth hale harlem american hero,neutral
2020-06-20,7,hear say breaking windows running,14,hear say break window run,neutral
2020-06-20,7,hey 100 clock morning tough used word occasion hombre tough hombre breaking window young woman whose husband away traveling salesman whatever may,47,hey 100 clock morn tough use word occas hombr tough hombr break window young woman whose husband away travel salesman whatev may,negative
2020-06-20,7,almost incredible gave 18 billion green cash,12,almost incred gave 18 billion green cash,negative
2020-06-20,7,installed socialist alexandria ocasiocortez charge environmental policy energy,16,instal socialist alexandria ocasiocortez charg environment polici energi,neutral
2020-06-20,7,think going work well actually charge environmental policy,21,think go work well actual charg environment polici,neutral
2020-06-20,7,go windmill sometime,5,go windmil sometim,neutral
2020-06-20,7,charge environment,8,charg environ,neutral
2022-09-21,31,today president putin made overt nuclear threats europe reckless disregard responsibilities nonproliferation regime,23,today presid putin made overt nuclear threat europ reckless disregard respons nonprolifer regim,neutral
2022-09-21,31,said last year united states opening era relentless diplomacy address challenges matter peoples livesall peoples lives tackling climate crisis previous speaker spoke strengthening global health security feeding worldfeeding world,46,said last year unit state open era relentless diplomaci address challeng matter peopl livesal peopl live tackl climat crisi previou speaker spoke strengthen global health secur feed worldfeed world,positive
2022-09-21,31,day came office led bold climate agenda,15,day came offic led bold climat agenda,positive
2022-09-21,31,rejoined paris agreement convened major climate summits helped deliver critical agreements cop26,15,rejoin pari agreement conven major climat summit help deliv critic agreement cop26,positive
2022-09-21,31,rejoined paris agreement convened major climate summits helped deliver critical agreements cop26,15,rejoin pari agreement conven major climat summit help deliv critic agreement cop26,positive
2022-09-21,31,signed historic piece legislation united states includes biggest important climate commitment ever made history country 369 billion toward climate change,38,sign histor piec legisl unit state includ biggest import climat commit ever made histori countri 369 billion toward climat chang,neutral
2022-09-21,31,includes tens billions new investments offshore wind solar doubling zero emission vehicles increasing energy efficiency supporting clean manufacturing,25,includ ten billion new invest offshor wind solar doubl zero emiss vehicl increas energi effici support clean manufactur,positive
2022-09-21,31,includes tens billions new investments offshore wind solar doubling zero emission vehicles increasing energy efficiency supporting clean manufacturing,25,includ ten billion new invest offshor wind solar doubl zero emiss vehicl increas energi effici support clean manufactur,positive
2022-09-21,31,includes tens billions new investments offshore wind solar doubling zero emission vehicles increasing energy efficiency supporting clean manufacturing,25,includ ten billion new invest offshor wind solar doubl zero emiss vehicl increas energi effici support clean manufactur,positive
2022-09-21,31,includes tens billions new investments offshore wind solar doubling zero emission vehicles increasing energy efficiency supporting clean manufacturing,25,includ ten billion new invest offshor wind solar doubl zero emiss vehicl increas energi effici support clean manufactur,positive
2022-09-21,31,department energy estimates new law reduce us emissions one gigaton year 2030 unleashing new era cleanenergypowered economic growth,29,depart energi estim new law reduc us emiss one gigaton year 2030 unleash new era cleanenergypow econom growth,positive
2022-09-21,31,department energy estimates new law reduce us emissions one gigaton year 2030 unleashing new era cleanenergypowered economic growth,29,depart energi estim new law reduc us emiss one gigaton year 2030 unleash new era cleanenergypow econom growth,positive
2022-09-21,31,investments also help reduce cost developing clean energy technologies worldwide united states,19,invest also help reduc cost develop clean energi technolog worldwid unit state,positive
2022-09-21,31,know already living climate crisis,10,know alreadi live climat crisi,positive
2022-09-21,31,human cost climate change,8,human cost climat chang,neutral
2022-09-21,31,announced last year meet global responsibility administration working congress deliver 11 billion year international climate finance help lowerincome countries implement climate goals ensure energy transition,44,announc last year meet global respons administr work congress deliv 11 billion year intern climat financ help lowerincom countri implement climat goal ensur energi transit,neutral
2022-09-21,31,key part prepare plan help half billion people especially vulnerable countries adapt impacts climate change build resilience,31,key part prepar plan help half billion peopl especi vulner countri adapt impact climat chang build resili,negative
2022-09-21,31,let moment find within turn back tide climate devastation unlock resilient sustainable clean energy economy preserve planet,32,let moment find within turn back tide climat devast unlock resili sustain clean energi economi preserv planet,positive
2022-09-21,31,let moment find within turn back tide climate devastation unlock resilient sustainable clean energy economy preserve planet,32,let moment find within turn back tide climat devast unlock resili sustain clean energi economi preserv planet,positive
2022-09-21,31,let moment find within turn back tide climate devastation unlock resilient sustainable clean energy economy preserve planet,32,let moment find within turn back tide climat devast unlock resili sustain clean energi economi preserv planet,positive
2022-09-21,31,partners americas africa europe middle east indopacific working build new economic ecosystem whilewhere every nationevery nation gets fair shot economic growth resilient sustainable shared,38,partner america africa europ middl east indopacif work build new econom ecosystem whilewher everi nationeveri nation get fair shot econom growth resili sustain share,positive
2022-09-21,31,russias war rolls global economy also calling major global creditors including nonparis club countries transparently negotiate debt forgiveness lowerincome countries forestall broader economic political crises around world,38,russia war roll global economi also call major global creditor includ nonpari club countri transpar negoti debt forgiv lowerincom countri forestal broader econom polit crise around world,positive
2022-09-21,31,instead infrastructure projects generate huge large debt without delivering promised advantages let us meet enormous infrastructure needs around world transparent investmentshighstandard projects protect rights workers environmentkeyed needs communities serve contributor,51,instead infrastructur project gener huge larg debt without deliv promis advantag let us meet enorm infrastructur need around world transpar investmentshighstandard project protect right worker environmentkey need commun serv contributor,positive
2022-09-21,31,dozens projects already underway industrialscale vaccine manufacturing senegal transformative solar projects angola firstofitskind small modular nuclear power plant romania,24,dozen project alreadi underway industrialscal vaccin manufactur seneg transform solar project angola firstofitskind small modular nuclear power plant romania,negative
2022-09-21,31,dozens projects already underway industrialscale vaccine manufacturing senegal transformative solar projects angola firstofitskind small modular nuclear power plant romania,24,dozen project alreadi underway industrialscal vaccin manufactur seneg transform solar project angola firstofitskind small modular nuclear power plant romania,negative
2022-09-21,31,united states work every nation including competitors solve global problems like climate change,18,unit state work everi nation includ competitor solv global problem like climat chang,neutral
2022-09-21,31,let also urge every nation recommit strengthening nuclear nonproliferation regime diplomacy,16,let also urg everi nation recommit strengthen nuclear nonprolifer regim diplomaci,neutral
2022-09-21,31,nuclear war cannot must never fought,11,nuclear war cannot must never fought,neutral
2022-09-21,31,today said making irresponsible nuclear threats use nuclear weapons,16,today said make irrespons nuclear threat use nuclear weapon,neutral
2022-09-21,31,china conducting unprecedented concerning nuclear buildup without transparency,11,china conduct unpreced concern nuclear buildup without transpar,neutral
2022-09-21,31,united states prepared mutual return joint comprehensive plan action iran steps obligations united states clear allow iran acquire nuclear weapon,40,unit state prepar mutual return joint comprehens plan action iran step oblig unit state clear allow iran acquir nuclear weapon,positive
2013-03-01,1,starting tomorrow everybody folks cleaning floors capitol congress left somebody going vacuuming cleaning floors throwing garbage going less pay,44,start tomorrow everybodi folk clean floor capitol congress left somebodi go vacuum clean floor throw garbag go less pay,positive
2015-01-20,15,america number one wind power,7,america number one wind power,neutral
2015-01-20,15,every three weeks bring online much solar power 2008,17,everi three week bring onlin much solar power 2008,positive
2015-01-20,15,applause pushing solar system visit stay,15,applaus push solar system visit stay,neutral
2015-01-20,15,first stand united people around world targeted terrorists school pakistan streets paris,26,first stand unit peopl around world target terrorist school pakistan street pari,positive
2015-01-20,15,applause diplomacy work respect iran first time decade halted progress nuclear program reduced stockpile nuclear material,38,applaus diplomaci work respect iran first time decad halt progress nuclear program reduc stockpil nuclear materi,positive
2015-01-20,15,spring chance negotiate comprehensive agreement prevents nucleararmed iran secures america allies including israel avoiding yet another middle east conflict,34,spring chanc negoti comprehens agreement prevent nucleararm iran secur america alli includ israel avoid yet anoth middl east conflict,neutral
2015-01-20,15,guarantees negotiations succeed keep options table prevent nuclear iran,21,guarante negoti succeed keep option tabl prevent nuclear iran,neutral
2015-01-20,15,new sanctions passed congress moment time guarantee diplomacy fails alienating america allies making harder maintain sanctions ensuring iran starts nuclear program,41,new sanction pass congress moment time guarante diplomaci fail alien america alli make harder maintain sanction ensur iran start nuclear program,negative
2015-01-20,15,challenge challenge poses greater threat future generations climate change,17,challeng challeng pose greater threat futur gener climat chang,positive
2015-01-20,15,best scientists world telling us activities changing climate act forcefully well continue see rising oceans longer hotter heat waves dangerous droughts floods massive disruptions trigger greater migration conflict hunger around globe,54,best scientist world tell us activ chang climat act forc well continu see rise ocean longer hotter heat wave danger drought flood massiv disrupt trigger greater migrat conflict hunger around globe,positive
2015-01-20,15,pentagon says climate change poses immediate risks national security,13,pentagon say climat chang pose immedi risk nation secur,neutral
2015-01-20,15,applause past six years done ever combat climate change way produce energy way use,37,applaus past six year done ever combat climat chang way produc energi way use,negative
2015-01-20,15,applause beijing made historic announcement united states double pace cut carbon pollution,27,applaus beij made histor announc unit state doubl pace cut carbon pollut,neutral
2015-01-20,15,applause beijing made historic announcement united states double pace cut carbon pollution,27,applaus beij made histor announc unit state doubl pace cut carbon pollut,neutral
2015-01-20,15,china committed first time limiting emissions,11,china commit first time limit emiss,positive
1977-02-02,9,real problemour failure plan future take energy conservation seriouslystarted long winter take much longer solve,28,real problemour failur plan futur take energi conserv seriouslystart long winter take much longer solv,positive
1977-02-02,9,program emphasize conservation,5,program emphas conserv,neutral
1977-02-02,9,also stress development rich coal reserves environmentally sound way emphasize research solar energy renewable energy sources maintain strict safeguards necessary atomic energy production,38,also stress develop rich coal reserv environment sound way emphas research solar energi renew energi sourc maintain strict safeguard necessari atom energi product,positive
1977-02-02,9,also stress development rich coal reserves environmentally sound way emphasize research solar energy renewable energy sources maintain strict safeguards necessary atomic energy production,38,also stress develop rich coal reserv environment sound way emphas research solar energi renew energi sourc maintain strict safeguard necessari atom energi product,positive
1977-02-02,9,also stress development rich coal reserves environmentally sound way emphasize research solar energy renewable energy sources maintain strict safeguards necessary atomic energy production,38,also stress develop rich coal reserv environment sound way emphas research solar energi renew energi sourc maintain strict safeguard necessari atom energi product,positive
1977-02-02,9,utility companies must promote conservation consumption,8,util compani must promot conserv consumpt,neutral
1977-02-02,9,nothing makes harder provide decent health housing education people protect environment realize goal balanced budget stagnant economy,30,noth make harder provid decent health hous educ peopl protect environ realiz goal balanc budget stagnant economi,positive
1977-02-02,9,produce steady balanced sustainable growth,7,produc steadi balanc sustain growth,neutral
1977-02-02,9,energy policy develop would good voluntary conservation,17,energi polici develop would good voluntari conserv,positive
1986-02-04,2,security shield one day render nuclear weapons obsolete free mankind prison nuclear terror,19,secur shield one day render nuclear weapon obsolet free mankind prison nuclear terror,positive
1986-02-04,2,soviet government wants agreement truly reduces nuclear arms agreement,18,soviet govern want agreement truli reduc nuclear arm agreement,neutral
2020-02-06,1,said endorsed like nuclear bomb went,14,said endors like nuclear bomb went,neutral
1996-08-29,16,met grandmother fighting grandsons environment michigan,11,met grandmoth fight grandson environ michigan,neutral
1996-08-29,16,let us build bridge help parents raise children help young people adults get education training need make streets safer help americans succeed home work break cycle poverty dependence protect environment generations come maintain world leadership peace freedom,66,let us build bridg help parent rais children help young peopl adult get educ train need make street safer help american succeed home work break cycl poverti depend protect environ gener come maintain world leadership peac freedom,positive
